gene_id,total_exon_length,snp_count,snp_density
FBtr0071275,2295,17,0.007407407407407408
FBtr0071276,2236,20,0.008944543828264758
FBtr0071277,2282,17,0.007449605609114811
FBtr0071278,2401,18,0.007496876301541024
FBtr0071279,3081,24,0.007789678675754625
FBtr0071280,3246,60,0.018484288354898338
FBtr0071281,1659,45,0.027124773960216998
FBtr0071284,1210,11,0.00909090909090909
FBtr0071285,2617,17,0.006495987772258311
FBtr0071286,855,10,0.011695906432748537
FBtr0071287,872,0,0.0
FBtr0071288,875,3,0.0034285714285714284
FBtr0071289,2121,19,0.008958038661008957
FBtr0071293,1101,18,0.01634877384196185
FBtr0071294,4648,47,0.010111876075731498
FBtr0071295,4743,48,0.010120177103099304
FBtr0071296,4666,47,0.0100728675525075
FBtr0071297,4761,48,0.010081915563957152
FBtr0071298,4681,48,0.010254219183935057
FBtr0071299,4267,51,0.01195219123505976
FBtr0071300,2668,30,0.011244377811094454
FBtr0071302,691,15,0.02170767004341534
FBtr0071303,5232,52,0.009938837920489297
FBtr0071304,892,17,0.01905829596412556
FBtr0071305,952,12,0.012605042016806723
FBtr0071306,1372,22,0.016034985422740525
FBtr0071307,597,13,0.021775544388609715
FBtr0071308,756,4,0.005291005291005291
FBtr0071309,444,10,0.02252252252252252
FBtr0071310,1252,21,0.016773162939297124
FBtr0071311,1509,38,0.025182239893969515
FBtr0071313,1799,21,0.011673151750972763
FBtr0071314,2333,13,0.005572224603514788
FBtr0071315,2840,16,0.005633802816901409
FBtr0071316,2397,13,0.005423445974134335
FBtr0071317,2438,27,0.011074651353568499
FBtr0071318,636,9,0.014150943396226415
FBtr0071319,1587,17,0.010712035286704474
FBtr0071320,3468,41,0.01182237600922722
FBtr0071321,4393,106,0.024129296608240383
FBtr0071324,1246,36,0.028892455858747994
FBtr0071326,5874,71,0.01208716377255703
FBtr0071327,2404,34,0.014143094841930116
FBtr0071328,1300,15,0.011538461538461539
FBtr0071329,3721,22,0.005912389142703574
FBtr0071331,1422,11,0.007735583684950774
FBtr0071332,6237,68,0.010902677569344236
FBtr0071333,2811,69,0.02454642475987193
FBtr0071334,2954,63,0.02132701421800948
FBtr0071335,1975,28,0.014177215189873417
FBtr0071336,2061,41,0.019893255701115962
FBtr0071338,3399,60,0.0176522506619594
FBtr0071339,1277,5,0.003915426781519186
FBtr0071340,1260,5,0.003968253968253968
FBtr0071341,869,25,0.028768699654775604
FBtr0071342,1853,23,0.0124123043712898
FBtr0071343,386,0,0.0
FBtr0071344,1513,24,0.015862524785194978
FBtr0071345,1399,12,0.008577555396711936
FBtr0071346,1537,16,0.01040988939492518
FBtr0071347,1519,14,0.009216589861751152
FBtr0071348,923,14,0.015167930660888408
FBtr0071349,3566,30,0.008412787436904094
FBtr0071350,1955,19,0.009718670076726343
FBtr0071351,4699,64,0.013619919131730156
FBtr0071352,4702,64,0.013611229264142918
FBtr0071353,2043,32,0.01566324033284386
FBtr0071356,589,16,0.027164685908319185
FBtr0071357,3310,14,0.004229607250755287
FBtr0071358,1664,17,0.010216346153846154
FBtr0071360,520,4,0.007692307692307693
FBtr0071361,2512,14,0.005573248407643312
FBtr0071362,2512,14,0.005573248407643312
FBtr0071363,2360,24,0.010169491525423728
FBtr0071366,1969,26,0.013204672422549517
FBtr0071367,2223,30,0.01349527665317139
FBtr0071368,1760,17,0.009659090909090909
FBtr0071371,825,20,0.024242424242424242
FBtr0071372,1309,17,0.012987012987012988
FBtr0071373,1441,24,0.016655100624566273
FBtr0071374,4208,40,0.009505703422053232
FBtr0071379,2934,32,0.010906612133605999
FBtr0071381,3399,28,0.008237716975581053
FBtr0071386,1762,36,0.02043132803632236
FBtr0071387,1413,31,0.021939136588818117
FBtr0071388,735,9,0.012244897959183673
FBtr0071389,666,9,0.013513513513513514
FBtr0071390,1655,35,0.021148036253776436
FBtr0071391,534,12,0.02247191011235955
FBtr0071392,603,13,0.02155887230514096
FBtr0071393,1514,15,0.009907529722589167
FBtr0071394,1541,15,0.00973393900064893
FBtr0071395,1438,15,0.01043115438108484
FBtr0071397,2108,49,0.023244781783681213
FBtr0071398,385,14,0.03636363636363636
FBtr0071402,11733,72,0.006136537969828688
FBtr0071403,2443,36,0.014735980352026197
FBtr0071404,3053,39,0.012774320340648543
FBtr0071405,3046,39,0.012803676953381483
FBtr0071406,2969,35,0.011788480970023578
FBtr0071407,4904,67,0.01366231647634584
FBtr0071408,1468,22,0.014986376021798364
FBtr0071410,3153,29,0.009197589597209007
FBtr0071411,2440,27,0.011065573770491803
FBtr0071412,2528,30,0.011867088607594937
FBtr0071415,3683,86,0.02335052945967961
FBtr0071419,1570,17,0.010828025477707006
FBtr0071420,1026,22,0.021442495126705652
FBtr0071421,1824,16,0.008771929824561403
FBtr0071422,1482,12,0.008097165991902834
FBtr0071423,3511,30,0.00854457419538593
FBtr0071424,1553,19,0.012234385061171926
FBtr0071429,1179,24,0.020356234096692113
FBtr0071430,1630,39,0.02392638036809816
FBtr0071438,666,5,0.0075075075075075074
FBtr0071439,5236,81,0.015469824293353706
FBtr0071441,2018,34,0.01684836471754212
FBtr0071444,3091,45,0.014558395341313491
FBtr0071445,1255,22,0.01752988047808765
FBtr0071446,2524,39,0.015451664025356577
FBtr0071447,2131,36,0.01689347724073205
FBtr0071448,791,0,0.0
FBtr0071449,410,3,0.007317073170731708
FBtr0071450,2173,36,0.016566958122411414
FBtr0071451,2426,26,0.010717230008244023
FBtr0071452,2397,26,0.01084689194826867
FBtr0071453,2409,26,0.010792860107928601
FBtr0071458,2352,37,0.015731292517006803
FBtr0071459,1234,5,0.004051863857374392
FBtr0071460,8158,49,0.00600637411130179
FBtr0071461,8362,50,0.00597943075819182
FBtr0071462,1179,17,0.01441899915182358
FBtr0071463,5139,85,0.016540182914964
FBtr0071464,348,4,0.011494252873563218
FBtr0071465,1150,28,0.02434782608695652
FBtr0071466,4702,95,0.020204168438962142
FBtr0071467,3536,79,0.02234162895927602
FBtr0071468,3600,79,0.021944444444444444
FBtr0071469,884,13,0.014705882352941176
FBtr0071470,2856,36,0.012605042016806723
FBtr0071471,1606,22,0.0136986301369863
FBtr0071472,996,15,0.015060240963855422
FBtr0071481,1031,31,0.030067895247332686
FBtr0071484,1328,11,0.008283132530120483
FBtr0071486,1358,15,0.011045655375552283
FBtr0071487,1622,18,0.011097410604192354
FBtr0071489,6215,65,0.010458567980691875
FBtr0071490,897,7,0.007803790412486065
FBtr0071491,2782,41,0.014737598849748382
FBtr0071492,2805,21,0.0074866310160427805
FBtr0071493,8469,70,0.008265438658637384
FBtr0071494,2321,9,0.003877638948728996
FBtr0071495,2519,11,0.004366812227074236
FBtr0071497,2980,7,0.002348993288590604
FBtr0071498,1214,6,0.004942339373970346
FBtr0071499,1890,9,0.004761904761904762
FBtr0071500,2122,9,0.004241281809613572
FBtr0071501,2315,11,0.004751619870410367
FBtr0071502,2826,18,0.006369426751592357
FBtr0071503,5447,43,0.007894253717642739
FBtr0071504,1034,12,0.01160541586073501
FBtr0071505,889,19,0.021372328458942633
FBtr0071506,2914,29,0.009951956074124914
FBtr0071507,871,0,0.0
FBtr0071510,1716,9,0.005244755244755245
FBtr0071511,4696,35,0.007453151618398637
FBtr0071512,690,15,0.021739130434782608
FBtr0073376,1394,17,0.012195121951219513
FBtr0073377,609,4,0.006568144499178982
FBtr0073378,791,14,0.017699115044247787
FBtr0073379,847,11,0.012987012987012988
FBtr0073380,3363,28,0.008325899494498959
FBtr0073381,4451,36,0.008088070096607504
FBtr0073382,965,16,0.016580310880829015
FBtr0073383,1398,11,0.007868383404864092
FBtr0073386,1305,26,0.01992337164750958
FBtr0073387,2045,60,0.029339853300733496
FBtr0073390,2093,33,0.015766841853798376
FBtr0073391,2433,38,0.015618577887381833
FBtr0073392,610,8,0.013114754098360656
FBtr0073393,8171,180,0.022029127401786808
FBtr0073394,869,9,0.010356731875719217
FBtr0073396,837,6,0.007168458781362007
FBtr0073397,798,6,0.007518796992481203
FBtr0073400,1924,29,0.015072765072765074
FBtr0073401,878,0,0.0
FBtr0073402,871,0,0.0
FBtr0073403,4036,46,0.011397423191278493
FBtr0073404,3979,52,0.013068610203568736
FBtr0073405,4100,53,0.012926829268292682
FBtr0073406,2196,41,0.018670309653916212
FBtr0073407,1708,31,0.018149882903981264
FBtr0073408,1773,37,0.02086858432036097
FBtr0073409,2272,32,0.014084507042253521
FBtr0073410,2424,25,0.010313531353135313
FBtr0073411,3280,27,0.008231707317073171
FBtr0073412,2385,28,0.011740041928721174
FBtr0073413,4481,33,0.0073644275831287655
FBtr0073414,12045,70,0.005811540058115401
FBtr0073415,5684,48,0.00844475721323012
FBtr0073416,8752,56,0.006398537477148081
FBtr0073417,3711,22,0.005928321207221773
FBtr0073418,6762,45,0.006654835847382431
FBtr0073419,2863,15,0.005239259517988124
FBtr0073420,3300,15,0.004545454545454545
FBtr0073421,1634,8,0.004895960832313341
FBtr0073422,1747,8,0.0045792787635947334
FBtr0073423,1640,9,0.00548780487804878
FBtr0073424,1853,12,0.0064759848893685915
FBtr0073425,1335,7,0.0052434456928838954
FBtr0073426,1302,6,0.004608294930875576
FBtr0073427,684,4,0.005847953216374269
FBtr0073428,1319,12,0.009097801364670205
FBtr0073429,1990,14,0.007035175879396985
FBtr0073431,2052,16,0.007797270955165692
FBtr0073434,2357,20,0.00848536274925753
FBtr0073435,2328,17,0.007302405498281787
FBtr0073436,1423,8,0.005621925509486999
FBtr0073437,1831,15,0.008192244675040962
FBtr0073438,668,7,0.010479041916167664
FBtr0073439,489,10,0.02044989775051125
FBtr0073440,2291,31,0.013531209079004802
FBtr0073441,2241,28,0.01249442213297635
FBtr0073443,3715,48,0.012920592193808884
FBtr0073444,3371,46,0.013645802432512608
FBtr0073445,546,17,0.031135531135531136
FBtr0073446,559,3,0.005366726296958855
FBtr0073447,650,14,0.021538461538461538
FBtr0073448,5830,105,0.018010291595197257
FBtr0073450,746,18,0.024128686327077747
FBtr0073451,799,19,0.023779724655819776
FBtr0073452,477,6,0.012578616352201259
FBtr0073453,4280,31,0.007242990654205608
FBtr0073454,2844,24,0.008438818565400843
FBtr0073456,1628,28,0.0171990171990172
FBtr0073457,5055,87,0.017210682492581602
FBtr0073460,934,10,0.010706638115631691
FBtr0073461,779,6,0.007702182284980745
FBtr0073467,842,11,0.013064133016627079
FBtr0073468,950,20,0.021052631578947368
FBtr0073469,2676,42,0.01569506726457399
FBtr0073470,1063,16,0.015051740357478834
FBtr0073471,1127,6,0.005323868677905945
FBtr0073472,1667,12,0.007198560287942412
FBtr0073473,664,17,0.025602409638554216
FBtr0073474,368,5,0.01358695652173913
FBtr0073475,3503,26,0.007422209534684556
FBtr0073476,3245,26,0.008012326656394453
FBtr0073477,4375,30,0.006857142857142857
FBtr0073478,4754,31,0.006520824568784182
FBtr0073479,4543,30,0.006603565925599824
FBtr0073480,2056,17,0.008268482490272374
FBtr0073481,12204,28,0.0022943297279580466
FBtr0073482,661,3,0.0045385779122541605
FBtr0073483,2554,42,0.01644479248238058
FBtr0073484,2554,38,0.014878621769772905
FBtr0073485,4848,46,0.009488448844884489
FBtr0073486,4865,47,0.009660842754367934
FBtr0073487,4709,46,0.009768528349968147
FBtr0073488,5296,54,0.010196374622356496
FBtr0073489,4893,46,0.009401185366850603
FBtr0073490,5119,52,0.010158234030084002
FBtr0073491,2114,37,0.01750236518448439
FBtr0073492,2102,37,0.017602283539486202
FBtr0073494,1906,24,0.012591815320041973
FBtr0073495,1619,22,0.013588634959851761
FBtr0073496,1812,23,0.012693156732891833
FBtr0073497,2616,36,0.013761467889908258
FBtr0073498,2680,37,0.013805970149253732
FBtr0073499,3720,59,0.015860215053763442
FBtr0073500,1744,21,0.012041284403669725
FBtr0073503,2505,18,0.00718562874251497
FBtr0073505,1432,6,0.004189944134078212
FBtr0073506,821,5,0.0060901339829476245
FBtr0073509,1018,3,0.0029469548133595285
FBtr0073510,640,2,0.003125
FBtr0073511,934,7,0.007494646680942184
FBtr0073512,2235,12,0.005369127516778523
FBtr0073513,1742,6,0.003444316877152698
FBtr0073514,562,6,0.010676156583629894
FBtr0073515,1368,9,0.006578947368421052
FBtr0073516,2449,23,0.009391588403429971
FBtr0073518,2345,13,0.005543710021321962
FBtr0073519,2057,10,0.004861448711716091
FBtr0073520,2970,25,0.008417508417508417
FBtr0073521,3756,43,0.011448349307774228
FBtr0073522,7308,98,0.013409961685823755
FBtr0073526,4839,41,0.008472824963835503
FBtr0073527,5218,44,0.00843234955921809
FBtr0073531,638,15,0.023510971786833857
FBtr0073532,1076,9,0.008364312267657992
FBtr0073533,1155,10,0.008658008658008658
FBtr0073534,1246,13,0.01043338683788122
FBtr0073535,541,2,0.0036968576709796672
FBtr0073536,3767,38,0.01008760286700292
FBtr0073537,772,6,0.007772020725388601
FBtr0073539,2160,14,0.006481481481481481
FBtr0073540,503,4,0.007952286282306162
FBtr0073541,1002,5,0.00499001996007984
FBtr0073542,6736,9,0.001336104513064133
FBtr0073543,976,3,0.0030737704918032786
FBtr0073544,974,3,0.003080082135523614
FBtr0073545,5028,60,0.011933174224343675
FBtr0073546,3177,45,0.014164305949008499
FBtr0073547,5936,76,0.012803234501347708
FBtr0073550,1251,32,0.025579536370903277
FBtr0073551,1763,19,0.010777084515031198
FBtr0073552,3247,24,0.0073914382506929475
FBtr0073553,3008,21,0.006981382978723404
FBtr0073555,3405,48,0.014096916299559472
FBtr0073556,1075,19,0.017674418604651163
FBtr0073557,1418,21,0.014809590973201692
FBtr0073558,3121,15,0.004806151874399231
FBtr0073560,1331,4,0.003005259203606311
FBtr0073561,966,2,0.002070393374741201
FBtr0073562,2392,22,0.00919732441471572
FBtr0073565,1543,25,0.016202203499675955
FBtr0073567,1776,15,0.008445945945945946
FBtr0073569,1529,19,0.012426422498364944
FBtr0073570,827,10,0.012091898428053204
FBtr0073571,719,11,0.015299026425591099
FBtr0073572,1110,5,0.0045045045045045045
FBtr0073573,5127,76,0.014823483518626878
FBtr0073574,1648,17,0.010315533980582525
FBtr0073575,1151,9,0.007819287576020852
FBtr0073576,1097,10,0.009115770282588878
FBtr0073577,1458,24,0.01646090534979424
FBtr0073578,1083,12,0.0110803324099723
FBtr0073579,2000,36,0.018
FBtr0073580,4698,25,0.005321413367390379
FBtr0073581,2344,9,0.0038395904436860067
FBtr0073582,887,19,0.02142051860202931
FBtr0073590,3776,72,0.019067796610169493
FBtr0073591,1102,14,0.012704174228675136
FBtr0073593,654,18,0.027522935779816515
FBtr0073594,3444,46,0.013356562137049941
FBtr0073595,4354,59,0.013550757923748278
FBtr0073596,5187,56,0.010796221322537112
FBtr0073600,1481,22,0.014854827819041188
FBtr0073601,4054,28,0.006906758756783424
FBtr0073602,2024,21,0.010375494071146246
FBtr0073603,1978,21,0.010616784630940344
FBtr0073604,1541,19,0.012329656067488644
FBtr0073606,484,1,0.002066115702479339
FBtr0073607,3667,36,0.00981728933733297
FBtr0073608,3158,53,0.016782773907536415
FBtr0073609,3019,53,0.017555481947664788
FBtr0073610,3185,53,0.01664050235478807
FBtr0073611,2985,51,0.017085427135678392
FBtr0073612,4075,45,0.011042944785276074
FBtr0073613,1035,16,0.015458937198067632
FBtr0073615,3694,27,0.007309149972929074
FBtr0073616,3053,24,0.007861120209629872
FBtr0073617,3014,26,0.008626410086264101
FBtr0073618,2948,26,0.008819538670284939
FBtr0073619,3411,23,0.0067428906479038405
FBtr0073620,2795,31,0.0110912343470483
FBtr0073621,1251,5,0.003996802557953637
FBtr0073622,1620,31,0.019135802469135803
FBtr0073623,1885,17,0.009018567639257295
FBtr0073625,353,0,0.0
FBtr0073626,823,3,0.0036452004860267314
FBtr0073627,810,3,0.003703703703703704
FBtr0073628,813,3,0.0036900369003690036
FBtr0073633,1250,26,0.0208
FBtr0073634,2187,58,0.026520347508001828
FBtr0073637,811,8,0.009864364981504316
FBtr0073638,1298,25,0.01926040061633282
FBtr0073640,1523,19,0.01247537754432042
FBtr0073641,5642,36,0.006380716058135413
FBtr0073642,685,11,0.016058394160583942
FBtr0073643,1331,31,0.02329075882794891
FBtr0073644,896,11,0.012276785714285714
FBtr0073647,955,26,0.027225130890052355
FBtr0073650,1326,15,0.011312217194570135
FBtr0073651,2625,79,0.030095238095238095
FBtr0073652,2304,34,0.014756944444444444
FBtr0073653,818,12,0.014669926650366748
FBtr0073655,2123,56,0.0263777673104098
FBtr0073656,1544,16,0.010362694300518135
FBtr0073657,1526,28,0.01834862385321101
FBtr0073658,2509,30,0.011956954962136309
FBtr0073659,4964,68,0.0136986301369863
FBtr0073660,5627,72,0.012795450506486582
FBtr0073661,4814,58,0.012048192771084338
FBtr0073662,5226,40,0.007654037504783774
FBtr0073667,2203,51,0.02315024965955515
FBtr0073668,1588,13,0.00818639798488665
FBtr0073669,1618,13,0.008034610630407911
FBtr0073670,1180,15,0.012711864406779662
FBtr0073672,3719,46,0.012368916375369724
FBtr0073674,1140,7,0.0061403508771929825
FBtr0073675,1234,15,0.012155591572123177
FBtr0073678,5490,34,0.006193078324225865
FBtr0073680,2791,10,0.0035829451809387316
FBtr0073682,2133,11,0.005157055789967183
FBtr0073683,2157,21,0.009735744089012517
FBtr0073685,2853,95,0.033298282509638975
FBtr0073686,3403,77,0.022627093740816926
FBtr0073688,1831,36,0.019661387220098307
FBtr0073689,3795,61,0.016073781291172595
FBtr0073690,2572,40,0.015552099533437015
FBtr0073691,674,10,0.01483679525222552
FBtr0073692,1521,19,0.012491781722550954
FBtr0073693,1323,9,0.006802721088435374
FBtr0073694,1696,23,0.013561320754716982
FBtr0073695,1338,15,0.011210762331838564
FBtr0073696,1235,14,0.011336032388663968
FBtr0073697,2280,52,0.02280701754385965
FBtr0073698,1167,18,0.015424164524421594
FBtr0073699,2035,21,0.010319410319410319
FBtr0073702,2245,28,0.012472160356347439
FBtr0073703,1215,24,0.019753086419753086
FBtr0073704,2734,45,0.01645940014630578
FBtr0073705,1826,32,0.017524644030668127
FBtr0073709,1165,10,0.008583690987124463
FBtr0073712,3937,30,0.00762001524003048
FBtr0073716,548,15,0.02737226277372263
FBtr0073717,752,18,0.023936170212765957
FBtr0073720,1951,22,0.011276268580215274
FBtr0073721,1055,13,0.012322274881516588
FBtr0073722,1438,28,0.019471488178025034
FBtr0073723,1156,23,0.019896193771626297
FBtr0073724,2090,40,0.019138755980861243
FBtr0073725,3537,48,0.013570822731128074
FBtr0073726,2256,13,0.00576241134751773
FBtr0073727,2040,31,0.015196078431372549
FBtr0073728,466,0,0.0
FBtr0073729,466,2,0.004291845493562232
FBtr0073730,1370,16,0.01167883211678832
FBtr0073731,3863,56,0.014496505306756407
FBtr0073732,5001,62,0.012397520495900819
FBtr0073733,927,28,0.030204962243797196
FBtr0073734,642,13,0.020249221183800622
FBtr0073737,1188,29,0.02441077441077441
FBtr0073738,2113,48,0.022716516800757217
FBtr0073741,1936,14,0.007231404958677686
FBtr0073745,751,6,0.007989347536617843
FBtr0073747,4893,65,0.013284283670549764
FBtr0073748,2738,29,0.010591672753834916
FBtr0073750,1959,47,0.02399183256763655
FBtr0073752,1359,17,0.012509197939661517
FBtr0073753,2618,29,0.011077158135981665
FBtr0073754,3087,26,0.008422416585681892
FBtr0073755,1650,29,0.017575757575757574
FBtr0073756,6261,124,0.019805142948410796
FBtr0073757,1682,19,0.011296076099881093
FBtr0073763,1014,18,0.01775147928994083
FBtr0073764,1010,18,0.01782178217821782
FBtr0073766,2626,67,0.025514089870525513
FBtr0073767,4823,109,0.022600041467965997
FBtr0073768,1282,24,0.0187207488299532
FBtr0073769,2488,48,0.01929260450160772
FBtr0073770,2558,45,0.017591868647380767
FBtr0073771,2511,45,0.017921146953405017
FBtr0073772,2357,42,0.017819261773440814
FBtr0073773,2664,46,0.017267267267267267
FBtr0073774,2823,53,0.0187743535246192
FBtr0073775,516,5,0.009689922480620155
FBtr0073776,1282,2,0.0015600624024961
FBtr0073777,2510,28,0.011155378486055778
FBtr0073778,1220,16,0.013114754098360656
FBtr0073779,7583,109,0.01437425820915205
FBtr0073782,1001,21,0.02097902097902098
FBtr0073783,1369,32,0.02337472607742878
FBtr0073784,858,26,0.030303030303030304
FBtr0073785,1320,9,0.006818181818181818
FBtr0073787,1770,30,0.01694915254237288
FBtr0073788,1025,14,0.013658536585365854
FBtr0073789,1136,6,0.00528169014084507
FBtr0073790,917,8,0.008724100327153763
FBtr0073792,737,6,0.008141112618724558
FBtr0073793,678,5,0.007374631268436578
FBtr0073794,877,15,0.01710376282782212
FBtr0073795,741,11,0.014844804318488529
FBtr0073796,1395,26,0.01863799283154122
FBtr0073798,5182,62,0.011964492473948282
FBtr0073799,1289,16,0.012412723041117145
FBtr0073800,1441,15,0.010409437890353921
FBtr0073803,2734,32,0.011704462326261888
FBtr0073805,3043,58,0.019060138021689123
FBtr0073806,977,28,0.028659160696008188
FBtr0073807,1451,37,0.025499655410062026
FBtr0073808,5870,46,0.007836456558773424
FBtr0073809,1209,9,0.007444168734491315
FBtr0073810,2312,27,0.011678200692041523
FBtr0073811,919,16,0.017410228509249184
FBtr0073812,1608,0,0.0
FBtr0073817,4868,88,0.018077239112571898
FBtr0073818,901,15,0.016648168701442843
FBtr0073819,705,10,0.014184397163120567
FBtr0073820,1301,13,0.009992313604919293
FBtr0073821,1488,21,0.014112903225806451
FBtr0073822,6945,105,0.01511879049676026
FBtr0073823,4573,74,0.016181937458998468
FBtr0073825,5910,100,0.01692047377326565
FBtr0073826,4004,68,0.016983016983016984
FBtr0073827,1121,22,0.019625334522747548
FBtr0073828,2786,26,0.00933237616654702
FBtr0073833,3216,50,0.01554726368159204
FBtr0073834,2634,40,0.015186028853454821
FBtr0073835,1839,19,0.010331702011963024
FBtr0073836,1250,17,0.0136
FBtr0073837,715,5,0.006993006993006993
FBtr0073838,1425,27,0.018947368421052633
FBtr0073839,595,10,0.01680672268907563
FBtr0073840,2368,17,0.0071790540540540545
FBtr0073841,3571,55,0.015401848221786614
FBtr0073842,3853,57,0.014793667272255385
FBtr0073843,3113,46,0.014776742691937038
FBtr0073844,4375,7,0.0016
FBtr0073845,4321,7,0.0016199953714417959
FBtr0073846,1805,28,0.01551246537396122
FBtr0073847,3040,39,0.012828947368421053
FBtr0073848,4477,38,0.008487826669644852
FBtr0073849,2955,28,0.009475465313028765
FBtr0073850,2200,40,0.01818181818181818
FBtr0073851,1525,6,0.003934426229508197
FBtr0073852,1573,7,0.004450095359186269
FBtr0073853,1684,7,0.004156769596199525
FBtr0073854,1270,12,0.009448818897637795
FBtr0073855,1890,9,0.004761904761904762
FBtr0073857,73,0,0.0
FBtr0073858,82,0,0.0
FBtr0073859,82,1,0.012195121951219513
FBtr0073860,73,0,0.0
FBtr0073861,73,0,0.0
FBtr0073862,73,0,0.0
FBtr0073863,73,2,0.0273972602739726
FBtr0073865,82,1,0.012195121951219513
FBtr0073866,82,0,0.0
FBtr0073868,1954,27,0.013817809621289662
FBtr0073869,428,11,0.02570093457943925
FBtr0073870,82,0,0.0
FBtr0073871,73,0,0.0
FBtr0073872,82,1,0.012195121951219513
FBtr0073885,82,1,0.012195121951219513
FBtr0073886,82,0,0.0
FBtr0073891,774,8,0.0103359173126615
FBtr0073892,1096,37,0.03375912408759124
FBtr0073893,2197,34,0.015475648611743286
FBtr0073894,1144,12,0.01048951048951049
FBtr0073897,6351,132,0.020784128483703354
FBtr0073898,6274,130,0.020720433535224736
FBtr0073899,730,20,0.0273972602739726
FBtr0073900,3880,68,0.01752577319587629
FBtr0073901,1946,24,0.012332990750256937
FBtr0073902,1399,35,0.02501786990707648
FBtr0073903,1710,36,0.021052631578947368
FBtr0073904,1233,30,0.024330900243309004
FBtr0073908,1974,46,0.02330293819655522
FBtr0073913,4958,40,0.008067769261799113
FBtr0073914,967,12,0.012409513960703205
FBtr0073915,1012,5,0.004940711462450593
FBtr0073916,3684,29,0.007871878393051032
FBtr0073918,967,7,0.007238883143743537
FBtr0073919,907,25,0.027563395810363836
FBtr0073920,1156,18,0.015570934256055362
FBtr0073922,2243,26,0.0115916183682568
FBtr0073923,2894,43,0.014858327574291638
FBtr0073926,1172,38,0.032423208191126277
FBtr0073927,1761,19,0.010789324247586598
FBtr0073928,645,19,0.02945736434108527
FBtr0073929,772,11,0.014248704663212436
FBtr0073930,779,10,0.012836970474967908
FBtr0073932,841,12,0.014268727705112961
FBtr0073933,864,4,0.004629629629629629
FBtr0073935,992,25,0.025201612903225805
FBtr0073936,1210,17,0.014049586776859505
FBtr0073937,1011,14,0.013847675568743818
FBtr0073938,849,13,0.015312131919905771
FBtr0073939,2705,41,0.015157116451016635
FBtr0073940,6505,109,0.016756341275941583
FBtr0073941,611,3,0.004909983633387889
FBtr0073942,3245,55,0.01694915254237288
FBtr0073943,3302,24,0.0072683222289521504
FBtr0073944,3455,24,0.006946454413892909
FBtr0073945,641,8,0.0124804992199688
FBtr0073946,3433,48,0.013981939994174191
FBtr0073947,3418,48,0.014043300175541252
FBtr0073948,606,10,0.0165016501650165
FBtr0073949,2819,28,0.009932600212841433
FBtr0073950,2780,27,0.009712230215827337
FBtr0073951,2931,31,0.010576595018764927
FBtr0073952,2892,30,0.01037344398340249
FBtr0073954,1811,28,0.015461071231363888
FBtr0073955,9215,86,0.009332609875203473
FBtr0073956,4014,49,0.012207274539113104
FBtr0073957,3240,43,0.013271604938271606
FBtr0073958,2514,48,0.01909307875894988
FBtr0073959,2304,46,0.019965277777777776
FBtr0073960,565,5,0.008849557522123894
FBtr0073961,1855,44,0.02371967654986523
FBtr0073962,862,11,0.012761020881670533
FBtr0073963,585,3,0.005128205128205128
FBtr0073964,1872,9,0.004807692307692308
FBtr0073965,602,4,0.006644518272425249
FBtr0073966,521,2,0.003838771593090211
FBtr0073967,2148,19,0.008845437616387336
FBtr0073968,917,6,0.006543075245365322
FBtr0073970,16177,305,0.018853928416888176
FBtr0073972,2534,38,0.01499605367008682
FBtr0073973,1499,28,0.018679119412941963
FBtr0073974,2524,57,0.022583201267828843
FBtr0073975,2045,53,0.02591687041564792
FBtr0073976,1979,61,0.030823648307225872
FBtr0073977,667,13,0.019490254872563718
FBtr0073978,2342,40,0.017079419299743808
FBtr0073979,2113,52,0.024609559867486985
FBtr0073980,3099,69,0.022265246853823813
FBtr0073983,3679,101,0.02745311225876597
FBtr0073984,2034,42,0.02064896755162242
FBtr0073985,2265,42,0.018543046357615896
FBtr0073986,2191,57,0.02601551802829758
FBtr0073987,2085,50,0.023980815347721823
FBtr0073988,699,13,0.01859799713876967
FBtr0073989,668,4,0.005988023952095809
FBtr0073990,2961,37,0.012495778453225262
FBtr0073992,9269,127,0.013701585931599957
FBtr0073999,992,18,0.018145161290322582
FBtr0074001,3696,31,0.008387445887445888
FBtr0074002,2975,23,0.00773109243697479
FBtr0074005,4265,28,0.0065650644783118405
FBtr0074006,2378,18,0.007569386038687973
FBtr0074007,2353,23,0.009774755631109222
FBtr0074008,4483,36,0.008030336828016953
FBtr0074009,4241,28,0.006602216458382457
FBtr0074010,3848,24,0.006237006237006237
FBtr0074011,4251,17,0.0039990590449306045
FBtr0074012,2476,49,0.01978998384491115
FBtr0074014,1781,30,0.016844469399213923
FBtr0074015,2690,20,0.007434944237918215
FBtr0074017,1892,24,0.012684989429175475
FBtr0074018,1616,35,0.021658415841584157
FBtr0074019,1592,36,0.022613065326633167
FBtr0074020,2315,29,0.012526997840172787
FBtr0074021,1240,11,0.008870967741935484
FBtr0074022,1298,15,0.011556240369799691
FBtr0074023,1055,25,0.023696682464454975
FBtr0074024,1040,30,0.028846153846153848
FBtr0074025,677,7,0.0103397341211226
FBtr0074026,4791,44,0.00918388645376748
FBtr0074027,1296,21,0.016203703703703703
FBtr0074028,2288,41,0.01791958041958042
FBtr0074029,585,6,0.010256410256410256
