gene_id,snp_density,expression_level
FBtr0070222,0.0043630017452006,0.0
FBtr0070225,0.0055496828752642,0.0
FBtr0070230,0.0053222945002956,0.0
FBtr0070231,0.0070052539404553,0.0
FBtr0070233,0.0024067388688327,0.0
FBtr0070234,0.0062836624775583,0.0
FBtr0070235,0.0035881865857024,0.0
FBtr0070236,0.0051746442432082,0.0
FBtr0070237,0.0050946142649199,0.0
FBtr0070238,0.0096477451200358,0.0
FBtr0070239,0.0067101584342963,0.0
FBtr0070241,0.0070191857744501,0.0
FBtr0070244,0.0066903914590747,0.0
FBtr0070245,0.0100346020761245,0.0
FBtr0070249,0.0057609217474795,0.0
FBtr0070250,0.0161398789509078,0.0
FBtr0070251,0.0176007410838351,0.0
FBtr0070252,0.0048840048840048,0.0
FBtr0070253,0.0116414435389988,0.0
FBtr0070254,0.0039840637450199,0.0
FBtr0070255,0.0042887776983559,0.0
FBtr0070256,0.0038789759503491,0.0
FBtr0070257,0.0064695009242144,0.0
FBtr0070258,0.005251312828207,0.0
FBtr0070259,0.0081652257444764,0.0
FBtr0070260,0.0064535955746773,0.0
FBtr0070261,0.0067235583139384,0.0
FBtr0070262,0.0054310930074677,0.0
FBtr0070263,0.0072713356295445,0.0
FBtr0070265,0.0059588957801289,0.0
FBtr0070266,0.0056657223796034,0.0
FBtr0070269,0.0069598228408731,0.0
FBtr0070270,0.0090551181102362,0.0
FBtr0070272,0.0070126227208976,0.0
FBtr0070277,0.0079106561191251,0.0
FBtr0070278,0.0080717488789237,0.0
FBtr0070279,0.006787330316742,0.0
FBtr0070283,0.0120627261761158,0.0
FBtr0070284,0.0081110591171424,0.0
FBtr0070285,0.0087527352297593,0.0
FBtr0070288,0.005507662835249,0.0
FBtr0070289,0.0063119927862939,0.0
FBtr0070290,0.0046168051708217,0.0
FBtr0070292,0.0,0.0
FBtr0070293,0.0081855388813096,0.0
FBtr0070294,0.0076726342710997,0.0
FBtr0070295,0.0075258701787394,0.0
FBtr0070296,0.0097919216646266,0.0
FBtr0070297,0.0083333333333333,0.0
FBtr0070298,0.0149425287356321,0.0
FBtr0070299,0.0056646525679758,0.0
FBtr0070300,0.0049661399548532,0.0
FBtr0070301,0.0174346201743462,0.0
FBtr0070308,0.003562945368171,0.0
FBtr0070310,0.0067271131909915,0.0
FBtr0070311,0.0070782540306724,0.0
FBtr0070312,0.0058685446009389,0.0
FBtr0070313,0.0058881256133464,0.0
FBtr0070314,0.0115074798619102,0.0
FBtr0070315,0.0072275224053194,0.0
FBtr0070316,0.0056059356966199,0.0
FBtr0070317,0.0089479392624728,0.0
FBtr0070318,0.0039084310441094,0.0
FBtr0070319,0.0040068689181453,0.0
FBtr0070320,0.0036407766990291,0.0
FBtr0070321,0.0099547511312217,0.0
FBtr0070326,0.0044788273615635,0.0
FBtr0070328,0.0136736554238833,0.0
FBtr0070330,0.0202898550724637,0.0
FBtr0070331,0.0043336944745395,0.0
FBtr0070334,0.0073891625615763,0.0
FBtr0070335,0.0072992700729927,0.0
FBtr0070336,0.0067482075073808,0.0
FBtr0070337,0.0061993323795898,0.0
FBtr0070338,0.0130434782608695,0.0
FBtr0070339,0.0063813813813813,0.0
FBtr0070340,0.0093690248565965,0.0
FBtr0070341,0.0122407344440666,0.0
FBtr0070342,0.0120068610634648,0.0
FBtr0070343,0.0039874679578467,0.0
FBtr0070344,0.0039874679578467,0.0
FBtr0070345,0.007189811010682,0.0
FBtr0070346,0.0087475149105367,0.0
FBtr0070347,0.0041562759767248,0.0
FBtr0070349,0.0034173430158052,0.0
FBtr0070350,0.0095777100565955,0.0
FBtr0070351,0.0093992644053943,0.0
FBtr0070352,0.0070571630204657,0.0
FBtr0070353,0.0071406395529338,0.0
FBtr0070354,0.0070844686648501,0.0
FBtr0070355,0.0064034151547491,0.0
FBtr0070356,0.0134474327628361,0.0
FBtr0070362,0.0076354381287116,0.0
FBtr0070363,0.0075775799855665,0.0
FBtr0070364,0.0079840319361277,0.0
FBtr0070365,0.0177165354330708,0.0
FBtr0070366,0.0081818181818181,0.0
FBtr0070367,0.0050973123262279,0.0
FBtr0070368,0.0045638945233265,0.0
FBtr0070369,0.006664734859461,0.0
FBtr0070370,0.0067946824224519,0.0
FBtr0070371,0.0064516129032258,0.0
FBtr0070372,0.0055555555555555,0.0
FBtr0070374,0.0138888888888888,0.0
FBtr0070375,0.0088709677419354,0.0
FBtr0070376,0.0114478114478114,0.0
FBtr0070377,0.0108391608391608,0.0
FBtr0070378,0.0050438596491228,0.0
FBtr0070379,0.0071764091858037,0.0
FBtr0070380,0.0060886507549926,0.0
FBtr0070381,0.0026852846401718,0.0
FBtr0070382,0.0025432349949135,0.0
FBtr0070383,0.0050327126321087,0.0
FBtr0070384,0.0063324538258575,0.0
FBtr0070385,0.0082135523613963,0.0
FBtr0070386,0.00390625,0.0
FBtr0070387,0.0063211125158027,0.0
FBtr0070388,0.0104281009879253,0.0
FBtr0070389,0.0048840048840048,0.0
FBtr0070390,0.010752688172043,0.0
FBtr0070392,0.0112233445566778,0.0
FBtr0070393,0.0091370558375634,0.0
FBtr0070396,0.0095019659239842,0.0
FBtr0070397,0.0165745856353591,0.0
FBtr0070398,0.0078084331077563,0.0
FBtr0070399,0.0164333536214242,0.0
FBtr0070401,0.0126270403449337,0.0
FBtr0070402,0.0166315296322323,0.0
FBtr0070403,0.0147958177155257,0.0
FBtr0070404,0.0160904544466188,0.0
FBtr0070405,0.0245022970903522,0.0
FBtr0070406,0.0120545073375262,0.0
FBtr0070407,0.0210084033613445,0.0
FBtr0070408,0.0057720057720057,0.0
FBtr0070411,0.0091338582677165,0.0
FBtr0070412,0.0045180722891566,0.0
FBtr0070414,0.0106333795654184,0.0
FBtr0070415,0.0105554159336516,0.0
FBtr0070416,0.0114848236259228,0.0
FBtr0070417,0.0096230954290296,0.0
FBtr0070418,0.0115780445969125,0.0
FBtr0070419,0.0086580086580086,0.0
FBtr0070420,0.0061072756240042,0.0
FBtr0070421,0.0103425985778926,0.0
FBtr0070422,0.0062893081761006,0.0
FBtr0070423,0.0095181439619274,0.0
FBtr0070424,0.0108205590622182,0.0
FBtr0070425,0.004466778336125,0.0
FBtr0070426,0.0094955489614243,0.0
FBtr0070427,0.0066909975669099,0.0
FBtr0070428,0.0106824925816023,0.0
FBtr0070429,0.0053191489361702,0.0
FBtr0070430,0.0057233076771265,0.0
FBtr0070431,0.0026737967914438,0.0
FBtr0070432,0.0026936026936026,0.0
FBtr0070433,0.0049819618622229,0.0
FBtr0070434,0.0077479338842975,0.0
FBtr0070435,0.0134667179684494,0.0
FBtr0070436,0.0213058419243986,0.0
FBtr0070437,0.0146137787056367,0.0
FBtr0070438,0.00734394124847,0.0
FBtr0070439,0.0108484005563282,0.0
FBtr0070440,0.0118074477747502,0.0
FBtr0070441,0.0136345929100116,0.0
FBtr0070442,0.0136919315403422,0.0
FBtr0070445,0.01484375,0.0
FBtr0070446,0.0194741966893865,0.0
FBtr0070447,0.0181611804767309,0.0
FBtr0070448,0.0110448420587585,0.0
FBtr0070457,0.0158654984608098,0.0
FBtr0070458,0.0172730613744946,0.0
FBtr0070459,0.0120663650075414,0.0
FBtr0070460,0.0151685393258426,0.0
FBtr0070461,0.0365198711063372,0.0
FBtr0070462,0.0130123617436564,0.0
FBtr0070466,0.0077274323849666,0.0
FBtr0070467,0.0068282690337999,0.0
FBtr0070468,0.0075286415711947,0.0
FBtr0070469,0.0091894439208294,0.0
FBtr0070470,0.0090032154340836,0.0
FBtr0070471,0.0122788761706555,0.0
FBtr0070472,0.0076133730552797,0.0
FBtr0070473,0.0077644775153671,0.0
FBtr0070474,0.0090118085767557,0.0
FBtr0070475,0.0056710775047258,0.0
FBtr0070476,0.0065573770491803,0.0
FBtr0070477,0.0141373978352109,0.0
FBtr0070478,0.0176291793313069,0.0
FBtr0070479,0.0132645541635961,0.0
FBtr0070480,0.0214629872974156,0.0
FBtr0070481,0.016910569105691,0.0
FBtr0070482,0.0168147208121827,0.0
FBtr0070484,0.0139920045688178,0.0
FBtr0070485,0.0089485458612975,0.0
FBtr0070486,0.0096735187424425,0.0
FBtr0070487,0.0114885114885114,0.0
FBtr0070488,0.024390243902439,0.0
FBtr0070489,0.0175983436853002,0.0
FBtr0070490,0.0089285714285714,0.0
FBtr0070491,0.0124661246612466,0.0
FBtr0070492,0.0133976420150053,0.0
FBtr0070493,0.0125751776927282,0.0
FBtr0070494,0.0077984403119376,0.0
FBtr0070495,0.0130310138128746,0.0
FBtr0070496,0.0132275132275132,0.0
FBtr0070497,0.0104166666666666,0.0
FBtr0070498,0.0181443298969072,0.0
FBtr0070499,0.0133196721311475,0.0
FBtr0070501,0.016890213611525,0.0
FBtr0070502,0.0201386596236381,0.0
FBtr0070504,0.0197433366238894,0.0
FBtr0070505,0.0211416490486257,0.0
FBtr0070506,0.0196078431372549,0.0
FBtr0070507,0.0130049261083743,0.0
FBtr0070508,0.0214822771213748,0.0
FBtr0070509,0.0080625458099193,0.0
FBtr0070511,0.0106937923839332,0.0
FBtr0070512,0.0108122362869198,0.0
FBtr0070513,0.0107021665361524,0.0
FBtr0070515,0.010710553814002,0.0
FBtr0070517,0.0063357972544878,0.0
FBtr0070518,0.007124895222129,0.0
FBtr0070519,0.0123112868439971,0.0
FBtr0070520,0.0092165898617511,0.0
FBtr0070521,0.0094455852156057,0.0
FBtr0070522,0.0069220119981541,0.0
FBtr0070523,0.0210325047801147,0.0
FBtr0070525,0.0077497129735935,0.0
FBtr0070526,0.0130830489192263,0.0
FBtr0070527,0.0144867549668874,0.0
FBtr0070528,0.0150772710139464,0.0
FBtr0070529,0.014480408858603,0.0
FBtr0070530,0.0165672630881378,0.0
FBtr0070531,0.0095238095238095,0.0
FBtr0070532,0.0203592814371257,0.0
FBtr0070533,0.0,0.0
FBtr0070534,0.0114942528735632,0.0
FBtr0070536,0.0162748643761302,0.0
FBtr0070537,0.017391304347826,0.0
FBtr0070538,0.0187265917602996,0.0
FBtr0070539,0.0168350168350168,0.0
FBtr0070540,0.0201465201465201,0.0
FBtr0070541,0.0071813285457809,0.0
FBtr0070542,0.0228452751817237,0.0
FBtr0070543,0.019047619047619,0.0
FBtr0070546,0.0119926199261992,0.0
FBtr0070550,0.0189802754000744,0.0
FBtr0070551,0.025,0.0
FBtr0070552,0.0162368672397325,0.0
FBtr0070553,0.0101910828025477,0.0
FBtr0070554,0.0047058823529411,0.0
FBtr0070555,0.015267175572519,0.0
FBtr0070556,0.0134793597304128,0.0
FBtr0070557,0.0246406570841889,0.0
FBtr0070558,0.0307328605200945,0.0
FBtr0070559,0.0156451316031658,0.0
FBtr0070560,0.0157618213660245,0.0
FBtr0070561,0.0116033755274261,0.0
FBtr0070562,0.0112079701120797,0.0
FBtr0070563,0.0162523900573613,0.0
FBtr0070564,0.0109739368998628,0.0
FBtr0070565,0.0096153846153846,0.0
FBtr0070566,0.0244122965641952,0.0
FBtr0070567,0.0240437158469945,0.0
FBtr0070568,0.0210597826086956,0.0
FBtr0070569,0.01932712956335,0.0
FBtr0070570,0.0234505862646566,0.0
FBtr0070571,0.0261865793780687,0.0
FBtr0070575,0.0110691144708423,0.0
FBtr0070577,0.0124521072796934,0.0
FBtr0070578,0.0034870205346764,0.0
FBtr0070579,0.0024590163934426,0.0
FBtr0070582,0.0038891589693728,0.0
FBtr0070583,0.0058897770298695,0.0
FBtr0070584,0.0035225048923679,0.0
FBtr0070586,0.0198482194979568,0.0
FBtr0070587,0.019298245614035,0.0
FBtr0070588,0.0123042505592841,0.0
FBtr0070589,0.0224166211044286,0.0
FBtr0070590,0.0167958656330749,0.0
FBtr0070591,0.0164795796513016,0.0
FBtr0070592,0.0157499394233099,0.0
FBtr0070596,0.0030774491366045,0.0
FBtr0070597,0.0014527845036319,0.0
FBtr0070598,0.0014388489208633,0.0
FBtr0070599,0.0,0.0
FBtr0070600,0.0,0.0
FBtr0070603,0.0,0.0
FBtr0070604,0.0,0.0
FBtr0070605,0.01212789415656,0.0
FBtr0070606,0.0167184494747743,0.0
FBtr0070608,0.0166481687014428,0.0
FBtr0070609,0.0137035701406419,0.0
FBtr0070610,0.0134847409510291,0.0
FBtr0070611,0.0066964285714285,0.0
FBtr0070612,0.0195292939409113,0.0
FBtr0070613,0.00947306098283,0.0
FBtr0070616,0.0059031877213695,0.0
FBtr0070617,0.006150061500615,0.0
FBtr0070618,0.0074854449681175,0.0
FBtr0070624,0.0127931769722814,0.0
FBtr0070625,0.0174138569840681,0.0
FBtr0070626,0.01763115197404,0.0
FBtr0070627,0.0058027079303675,0.0
FBtr0070634,0.0199574241617881,0.0
FBtr0070635,0.0196531791907514,0.0
FBtr0070638,0.0172413793103448,0.0
FBtr0070639,0.0122767857142857,0.0
FBtr0070640,0.0124293785310734,0.0
FBtr0070641,0.0076726342710997,0.0
FBtr0070642,0.0137174211248285,0.0
FBtr0070643,0.0062155671705043,0.0
FBtr0070644,0.0064102564102564,0.0
FBtr0070645,0.0168302945301542,0.0
FBtr0070646,0.0069808027923211,0.0
FBtr0070647,0.0071338648762064,0.0
FBtr0070648,0.0089047195013357,0.0
FBtr0070650,0.0161698537682789,0.0
FBtr0070651,0.0158796489761805,0.0
FBtr0070652,0.0192866578599735,0.0
FBtr0070654,0.0115642118076688,0.0
FBtr0070655,0.0315186246418338,0.0
FBtr0070656,0.0188574597892401,0.0
FBtr0070657,0.0229357798165137,0.0
FBtr0070658,0.009942438513867,0.0
FBtr0070659,0.016867469879518,0.0
FBtr0070660,0.0059055118110236,0.0
FBtr0070661,0.008686210640608,0.0
FBtr0070663,0.0228091236494597,0.0
FBtr0070664,0.0325670498084291,0.0
FBtr0070665,0.0101773771445187,0.0
FBtr0070666,0.010711817553559,0.0
FBtr0070667,0.0111242603550295,0.0
FBtr0070668,0.006694560669456,0.0
FBtr0070669,0.0155482815057283,0.0
FBtr0070670,0.0186757215619694,0.0
FBtr0070671,0.0102887487553932,0.0
FBtr0070672,0.013092885375494,0.0
FBtr0070674,0.0247320692497939,0.0
FBtr0070675,0.0208333333333333,0.0
FBtr0070676,0.0183106910809214,0.0
FBtr0070677,0.0281531531531531,0.0
FBtr0070678,0.0298969072164948,0.0
FBtr0070679,0.0222617987533392,0.0
FBtr0070680,0.0168663303909205,0.0
FBtr0070681,0.0161476355247981,0.0
FBtr0070682,0.0086206896551724,0.0
FBtr0070683,0.0149154789526019,0.0
FBtr0070684,0.0139060568603213,0.0
FBtr0070685,0.0157824681498383,0.0
FBtr0070686,0.0130268199233716,0.0
FBtr0070687,0.0143084260731319,0.0
FBtr0070688,0.0193939393939393,0.0
FBtr0070689,0.0178883071553228,0.0
FBtr0070690,0.0067567567567567,0.0
FBtr0070691,0.0217696629213483,0.0
FBtr0070692,0.0233545647558386,0.0
FBtr0070693,0.0168067226890756,0.0
FBtr0070696,0.0243013365735115,0.0
FBtr0070697,0.0191657271702367,0.0
FBtr0070698,0.0148011100832562,0.0
FBtr0070699,0.0240480961923847,0.0
FBtr0070701,0.0162491536899119,0.0
FBtr0070702,0.0238936214419281,0.0
FBtr0070704,0.0100187852222917,0.0
FBtr0070706,0.0121375590020229,0.0
FBtr0070707,0.0101902173913043,0.0
FBtr0070708,0.0147727272727272,0.0
FBtr0070709,0.0155968806238752,0.0
FBtr0070710,0.0145582329317269,0.0
FBtr0070711,0.0152409046214355,0.0
FBtr0070712,0.0181043663471778,0.0
FBtr0070713,0.0135089496791624,0.0
FBtr0070714,0.012539184952978,0.0
FBtr0070715,0.0226700251889168,0.0
FBtr0070716,0.027906976744186,0.0
FBtr0070717,0.0119196988707653,0.0
FBtr0070721,0.0144539614561027,0.0
FBtr0070723,0.004755728491137,0.0
FBtr0070724,0.0140073081607795,0.0
FBtr0070725,0.0151459854014598,0.0
FBtr0070731,0.0128504672897196,0.0
FBtr0070734,0.0086206896551724,0.0
FBtr0070735,0.0251937984496124,0.0
FBtr0070736,0.0134656272147413,0.0
FBtr0070738,0.0080230093854072,0.0
FBtr0070739,0.0083363537513591,0.0
FBtr0070740,0.0077362933064244,0.0
FBtr0070741,0.025735294117647,0.0
FBtr0070742,0.0150534958945011,0.0
FBtr0070748,0.0131736526946107,0.0
FBtr0070749,0.0090673575129533,0.0
FBtr0070750,0.0192822710230316,0.0
FBtr0070751,0.0132291040288635,0.0
FBtr0070752,0.0174541077339753,0.0
FBtr0070753,0.0175817396668723,0.0
FBtr0070755,0.0081227436823104,0.0
FBtr0070756,0.0179558011049723,0.0
FBtr0070757,0.0259291270527225,0.0
FBtr0070758,0.0247336377473363,0.0
FBtr0070759,0.0211864406779661,0.0
FBtr0070762,0.0152894066254095,0.0
FBtr0070763,0.0340664079344545,0.0
FBtr0070764,0.0197693574958813,0.0
FBtr0070772,0.0133592421666261,0.0
FBtr0070773,0.0137647911132576,0.0
FBtr0070775,0.013772749631087,0.0
FBtr0070776,0.0249520153550863,0.0
FBtr0070777,0.0290519877675841,0.0
FBtr0070778,0.0084060782411897,0.0
FBtr0070779,0.0,0.0
FBtr0070780,0.0177276390008058,0.0
FBtr0070781,0.00737512571237,0.0
FBtr0070782,0.0251889168765743,0.0
FBtr0070783,0.0145929339477726,0.0
FBtr0070784,0.0141732283464566,0.0
FBtr0070785,0.0139679255043973,0.0
FBtr0070791,0.0,0.0
FBtr0070794,0.0056869200838072,0.0
FBtr0070795,0.0059880239520958,0.0
FBtr0070797,0.0136820925553319,0.0
FBtr0070798,0.0195103289977046,0.0
FBtr0070799,0.0146064376521503,0.0
FBtr0070800,0.0118343195266272,0.0
FBtr0070801,0.0115511551155115,0.0
FBtr0070802,0.0275167785234899,0.0
FBtr0070804,0.0084521922873745,0.0
FBtr0070806,0.019689737470167,0.0
FBtr0070807,0.0111850060459492,0.0
FBtr0070808,0.0178306092124814,0.0
FBtr0070809,0.0104803493449781,0.0
FBtr0070813,0.0244242847173761,0.0
FBtr0070814,0.0217669654289372,0.0
FBtr0070815,0.0264462809917355,0.0
FBtr0070816,0.0297121634168987,0.0
FBtr0070817,0.0178457616316124,0.0
FBtr0070818,0.056338028169014,0.0
FBtr0070819,0.0471584038694075,0.0
FBtr0070820,0.0118343195266272,0.0
FBtr0070821,0.0082482325216025,0.0
FBtr0070822,0.0048869883934025,0.0
FBtr0070823,0.0064078401809272,0.0
FBtr0070824,0.0165714285714285,0.0
FBtr0070825,0.0115631691648822,0.0
FBtr0070826,0.009874917709019,0.0
FBtr0070827,0.0194902548725637,0.0
FBtr0070828,0.0123152709359605,0.0
FBtr0070829,0.0106171201061712,0.0
FBtr0070830,0.0134003350083752,0.0
FBtr0070832,0.0344827586206896,0.0
FBtr0070833,0.0198434879821129,0.0
FBtr0070836,0.0146243066061522,0.0
FBtr0070837,0.0123762376237623,0.0
FBtr0070839,0.0122249388753056,0.0
FBtr0070840,0.0083217753120665,0.0
FBtr0070841,0.009942438513867,0.0
FBtr0070842,0.0105774232703311,0.0
FBtr0070843,0.0172176308539944,0.0
FBtr0070844,0.0250783699059561,0.0
FBtr0070845,0.0233477011494252,0.0
FBtr0070846,0.0217821782178217,0.0
FBtr0070847,0.0293957539466521,0.0
FBtr0070848,0.01468788249694,0.0
FBtr0070849,0.0060024009603841,0.0
FBtr0070850,0.0158597662771285,0.0
FBtr0070851,0.0159616919393455,0.0
FBtr0070852,0.0161870503597122,0.0
FBtr0070858,0.0099965529127886,0.0
FBtr0070859,0.0085910652920962,0.0
FBtr0070860,0.0153034300791556,0.0
FBtr0070861,0.018034265103697,0.0
FBtr0070862,0.0237564959168522,0.0
FBtr0070863,0.0181347150259067,0.0
FBtr0070864,0.0142045454545454,0.0
FBtr0070865,0.0180658873538788,0.0
FBtr0070866,0.0187094310805651,0.0
FBtr0070867,0.0072289156626506,0.0
FBtr0070871,0.0136476426799007,0.0
FBtr0070872,0.0159339038064325,0.0
FBtr0070873,0.0148456057007125,0.0
FBtr0070874,0.0155469183786785,0.0
FBtr0070875,0.0181476846057571,0.0
FBtr0070877,0.0179051029543419,0.0
FBtr0070878,0.0325117986366019,0.0
FBtr0070879,0.0343347639484978,0.0
FBtr0070880,0.0299438552713661,0.0
FBtr0070881,0.0231003039513677,0.0
FBtr0070884,0.017087062652563,0.0
FBtr0070886,0.0101960784313725,0.0
FBtr0070887,0.030713640469738,0.0
FBtr0070888,0.0157200811359026,0.0
FBtr0070889,0.0091549295774647,0.0
FBtr0070890,0.010566762728146,0.0
FBtr0070891,0.0224466891133557,0.0
FBtr0070892,0.0251318101933216,0.0
FBtr0070893,0.0143034825870646,0.0
FBtr0070894,0.0036518563603164,0.0
FBtr0070895,0.0136698212407991,0.0
FBtr0070896,0.0095686020110282,0.0
FBtr0070897,0.0068352699931647,0.0
FBtr0070898,0.0156862745098039,0.0
FBtr0070899,0.0120668316831683,0.0
FBtr0070900,0.0304212168486739,0.0
FBtr0070901,0.0148672055427251,0.0
FBtr0070903,0.0079320113314447,0.0
FBtr0070904,0.008,0.0
FBtr0070905,0.0056232427366447,0.0
FBtr0070906,0.0091047040971168,0.0
FBtr0070907,0.0075697211155378,0.0
FBtr0070909,0.0116144018583042,0.0
FBtr0070910,0.0119278779472954,0.0
FBtr0070911,0.0,0.0
FBtr0070912,0.0204646017699115,0.0
FBtr0070913,0.0276595744680851,0.0
FBtr0070914,0.0156739811912225,0.0
FBtr0070915,0.0133451957295373,0.0
FBtr0070916,0.01,0.0
FBtr0070918,0.0362785254534815,0.0
FBtr0070921,0.0107462686567164,0.0
FBtr0070922,0.0113748763600395,0.0
FBtr0070923,0.014105419450631,0.0
FBtr0070924,0.0114942528735632,0.0
FBtr0070925,0.0158572844400396,0.0
FBtr0070926,0.0093776641091219,0.0
FBtr0070930,0.0118123523455956,0.0
FBtr0070932,0.0106157112526539,0.0
FBtr0070933,0.0062630480167014,0.0
FBtr0070937,0.0113584734211721,0.0
FBtr0070938,0.0116606353035786,0.0
FBtr0070943,0.0093109869646182,0.0
FBtr0070944,0.0091575091575091,0.0
FBtr0070945,0.0164155005382131,0.0
FBtr0070946,0.0321141837644959,0.0
FBtr0070947,0.0324763193504736,0.0
FBtr0070948,0.0231438622477319,0.0
FBtr0070950,0.0148243635191749,0.0
FBtr0070951,0.0147408464098906,0.0
FBtr0070952,0.0172043010752688,0.0
FBtr0070953,0.0137931034482758,0.0
FBtr0070954,0.014388489208633,0.0
FBtr0070955,0.0121432908318154,0.0
FBtr0070956,0.0115424973767051,0.0
FBtr0070957,0.0118747750989564,0.0
FBtr0070959,0.0123456790123456,0.0
FBtr0070960,0.0166984732824427,0.0
FBtr0070961,0.0114227340267459,0.0
FBtr0070962,0.011033681765389,0.0
FBtr0070963,0.0211345939933259,0.0
FBtr0070964,0.0122456019317005,0.0
FBtr0070965,0.012075211316198,0.0
FBtr0070966,0.0120271919121492,0.0
FBtr0070967,0.012163782765119,0.0
FBtr0070968,0.0127454357561143,0.0
FBtr0070969,0.0173690205011389,0.0
FBtr0070970,0.0310975609756097,0.0
FBtr0070972,0.0164358999900388,0.0
FBtr0070973,0.0205254515599343,0.0
FBtr0070974,0.0134813639968279,0.0
FBtr0070978,0.0106502242152466,0.0
FBtr0070979,0.0,0.0
FBtr0070980,0.0117096018735363,0.0
FBtr0070981,0.0116896918172157,0.0
FBtr0070982,0.01,0.0
FBtr0070983,0.009557945041816,0.0
FBtr0070984,0.0130193905817174,0.0
FBtr0070985,0.0121543603767851,0.0
FBtr0070986,0.0129509713228492,0.0
FBtr0070987,0.0064442759666413,0.0
FBtr0070988,0.0057964791756118,0.0
FBtr0070989,0.0093299406276505,0.0
FBtr0070990,0.0105980317940953,0.0
FBtr0070991,0.0174139311449159,0.0
FBtr0070992,0.0223266745005875,0.0
FBtr0070993,0.0201342281879194,0.0
FBtr0070994,0.016358024691358,0.0
FBtr0070995,0.0118203309692671,0.0
FBtr0071001,0.0084388185654008,0.0
FBtr0071003,0.015625,0.0
FBtr0071004,0.0128022759601706,0.0
FBtr0071005,0.0056131260794473,0.0
FBtr0071006,0.0054387237128353,0.0
FBtr0071007,0.015625,0.0
FBtr0071008,0.0220472440944881,0.0
FBtr0071009,0.0195903829029385,0.0
FBtr0071010,0.0239931448157669,0.0
FBtr0071013,0.0199769496734537,0.0
FBtr0071014,0.0216346153846153,0.0
FBtr0071015,0.0179245283018867,0.0
FBtr0071016,0.015625,0.0
FBtr0071017,0.0223189983669025,0.0
FBtr0071018,0.0221543162719633,0.0
FBtr0071019,0.0088547815820543,0.0
FBtr0071020,0.0136847440446021,0.0
FBtr0071032,0.0203651685393258,0.0
FBtr0071033,0.0170183798502382,0.0
FBtr0071035,0.0189718482252141,0.0
FBtr0071036,0.0087922258213789,0.0
FBtr0071037,0.0127635960044395,0.0
FBtr0071038,0.0271028037383177,0.0
FBtr0071039,0.0214709913202375,0.0
FBtr0071040,0.0095890410958904,0.0
FBtr0071041,0.016497461928934,0.0
FBtr0071042,0.0101049358725223,0.0
FBtr0071046,0.0193877551020408,0.0
FBtr0071047,0.0083542188805346,0.0
FBtr0071048,0.0087664370695053,0.0
FBtr0071049,0.0126182965299684,0.0
FBtr0071051,0.0092818759159745,0.0
FBtr0071052,0.008695652173913,0.0
FBtr0071053,0.0103370786516853,0.0
FBtr0071054,0.0100824931255728,0.0
FBtr0071055,0.0124826629680998,0.0
FBtr0071056,0.010204081632653,0.0
FBtr0071057,0.0170399221032132,0.0
FBtr0071058,0.002770083102493,0.0
FBtr0071059,0.0240174672489082,0.0
FBtr0071060,0.0284810126582278,0.0
FBtr0071063,0.0047393364928909,0.0
FBtr0071064,0.0188916876574307,0.0
FBtr0071065,0.0105782792665726,0.0
FBtr0071066,0.001477104874446,0.0
FBtr0071067,0.0121065375302663,0.0
FBtr0071068,0.0062272465989653,0.0
FBtr0071070,0.019298245614035,0.0
FBtr0071071,0.0107886904761904,0.0
FBtr0071072,0.0097431355181576,0.0
FBtr0071073,0.0167064439140811,0.0
FBtr0071074,0.0182697474476088,0.0
FBtr0071075,0.013550135501355,0.0
FBtr0071076,0.0163515585079202,0.0
FBtr0071077,0.0184186882300089,0.0
FBtr0071078,0.0135062128579146,0.0
FBtr0071079,0.0144154818325434,0.0
FBtr0071081,0.0052015604681404,0.0
FBtr0071083,0.0086526576019777,0.0
FBtr0071087,0.0201405152224824,0.0
FBtr0071089,0.0054426705370101,0.0
FBtr0071090,0.0039525691699604,0.0
FBtr0071091,0.0099706744868035,0.0
FBtr0071092,0.0098916627414036,0.0
FBtr0071093,0.0074880871341048,0.0
FBtr0071094,0.0031104199066874,0.0
FBtr0071095,0.0068415051311288,0.0
FBtr0071096,0.0067340067340067,0.0
FBtr0071099,0.0031298904538341,0.0
FBtr0071101,0.0141889712995807,0.0
FBtr0071102,0.0142942227516378,0.0
FBtr0071105,0.0165759524987629,0.0
FBtr0071106,0.0199913081269013,0.0
FBtr0071107,0.0119673088149445,0.0
FBtr0071108,0.0124006359300476,0.0
FBtr0071109,0.0182072829131652,0.0
FBtr0071110,0.0098972211648268,0.0
FBtr0071111,0.0173469387755102,0.0
FBtr0071112,0.0093296475466482,0.0
FBtr0071113,0.0115979381443298,0.0
FBtr0071114,0.0113438045375218,0.0
FBtr0071116,0.0242165242165242,0.0
FBtr0071117,0.0189050807404489,0.0
FBtr0071118,0.0066695823310736,0.0
FBtr0071119,0.0063744128830239,0.0
FBtr0071120,0.006420190391853,0.0
FBtr0071121,0.006504244295006,0.0
FBtr0071122,0.0067251795280975,0.0
FBtr0071123,0.025,0.0
FBtr0071124,0.0109709270433351,0.0
FBtr0071125,0.0084365464010052,0.0
FBtr0071126,0.0046680497925311,0.0
FBtr0071127,0.0044932601098352,0.0
FBtr0071129,0.0081532816958825,0.0
FBtr0071130,0.0085971082454083,0.0
FBtr0071131,0.0052005943536404,0.0
FBtr0071132,0.00418410041841,0.0
